Sentiment,Strength,Conditions,Comment,Age,Gender,Postal Code
Neutral,Neutral or Mixed Feelings,F,Doesn't seem like a major issue.  Is it the government's role to control the activities of it's citizens?  ,55-64,Male,M4L
Neutral,Neutral or Mixed Feelings,F,there are both positive and negative outcomes  ,45-54,Male,m5r
Neutral,Neutral or Mixed Feelings,F,Don't really understand potential outcomes  ,55-64,Male,M4Y
Neutral,Neutral or Mixed Feelings,F,casinos integrate seamlessly in European cities but somehow become grandiose developments in North America would be positive if ensured that government will get an appropriate share of revenue and that controls to prevent organized crime involvement are strong ,65 or older,Male,M6P
Neutral,Neutral or Mixed Feelings,F,I don't think we need it as there are already so many things for tourists to do That said... if it was to bring in world class entertainment and shows like cirque... then maybe...... ,55-64,Male,m4m
Neutral,Neutral or Mixed Feelings,F,Incorrect Location Crime A Casino puts money in the hands of the Casino owners- nobody else.,55-64,Male,M4C
Neutral,Neutral or Mixed Feelings,T,Profits good for the city can become a financial burden (addiction) to the residents ,55-64,Male,M1L
Neutral,Neutral or Mixed Feelings,F,  ,,,
Neutral,Neutral or Mixed Feelings,F,"Potential economic benefits, both in direct city revenue and tourism investment Potential social and addiction issues related to gambling ",25-34,Male,M9W
Neutral,Neutral or Mixed Feelings,F,It will be a godd revenue generator for the city where we may already be losing revenue to other cities It may bring in undesireable elements into the city It should be located outside the downtown core,35-44,Male,M6C
Neutral,Neutral or Mixed Feelings,F,Will this be a high-end or low-end casino? Will the City negotiate a fair deal with the developer? What will make this casino more attractive than existing casinos in Ontario?,35-44,Male,M4R
Neutral,Neutral or Mixed Feelings,F,Crime Sex workers Labour issues,35-44,Male,L5m
Neutral,Neutral or Mixed Feelings,F,"can provide jobs for Torontonians and Canadians as a benefit support local economies however can increase gambling addictions/individual debt, drive other nearby casinos to reduce clientele thus can close down when they deserve the jobs the most, etc.",25-34,Male,m6h
Neutral,Neutral or Mixed Feelings,F,"I have no problem with a casino in the GTA, but it should not be downtown. Downtown development should have social and/or cultural value.Casinos don't have either. ",35-44,Female,m4m
Neutral,Neutral or Mixed Feelings,F,May try going a few times Negative effects on city due to gambling issues etc ,15-24,Male,M2N
Neutral,Neutral or Mixed Feelings,F,  ,35-44,Female,M5h
Neutral,Neutral or Mixed Feelings,F,I dont have enough background (info) on the down side of it  ,35-44,Female,M4S
Neutral,Neutral or Mixed Feelings,F,"There have to be an increase in mental health services for gambling addiction Without legalization of brothels, prostitution, there will be more exploitation of women. Organized will find some way of getting in on the action",55-64,Male,M4J
Neutral,Neutral or Mixed Feelings,F,"The now cancelled VRT would have covered the profits from a Toronto casino Catering to and attracting foreign tourists is important for Toronto Based on the design, it could be something Toronto is either proud to have or embarrassed to have",25-34,Male,M6P
Neutral,Neutral or Mixed Feelings,F,i don't gamble at casinos  ,55-64,Male,L1V
Neutral,Neutral or Mixed Feelings,F,Addiction Look at niagara falls its dead Traffic,,,
Neutral,Neutral or Mixed Feelings,F,"I like the idea of the tourism draw / financial gain but only if it is owned & operated by the city Casinos owned by others = bad jobs, gambling/health issues, and a mobster mentality ",25-34,Female,m4y
Neutral,Neutral or Mixed Feelings,F,it can cause a lot of traffic problems for the already gridlocked city but then it will bring in extra revenue + tourism which is good in terms of finances for the city and province but gambling is a serious issue some people face in terms of addiction and may cause more problems than good,25-34,Female,m4p
Neutral,Neutral or Mixed Feelings,F,  ,,,
Neutral,Neutral or Mixed Feelings,F,People already just go to Niagara Falls to gamble Taxable revenue I play poker at a casino about once a year,25-34,Male,M6H
Neutral,Neutral or Mixed Feelings,F,"Have yet to hear well thought out and level headed arguments for or against it Depends where it would be (""not in my backyard"") I'd be more for it if profits went towards the TTC",25-34,Male,m6g
Neutral,Neutral or Mixed Feelings,F,Fear of traffic increasing on Lakeshore Concerned about effect on people with gambling problems Concerned about ugly design of building.,35-44,Male,
Neutral,Neutral or Mixed Feelings,F,"I feel that the Casino could be good for the city in providing jobs, increased revenue, and promoting the city as a destination. At the same time I have concerns about what this will do to the city socially and culturally. The proposed portlands or downtown location is fitting as long as traffic is planned for properly.",25-34,Male,M4M
Neutral,Neutral or Mixed Feelings,F,  ,15-24,Female,
Neutral,Neutral or Mixed Feelings,F,I would never go to the casino anyway Don't want to city to be scrweed over somehow Generates income at the expense of citizens with no benefit for the citizens,35-44,Male,m1n
Neutral,Neutral or Mixed Feelings,F,Could be harmful to the surrounding communities. Could generate a lot of money. ,Prefer not to disclose,Male,
Neutral,Neutral or Mixed Feelings,F,Increase in organized crime Increase in opportunities for mental health to become addicted to gambling Obvious tourism and economic benefits,25-34,Male,m6r
Neutral,Neutral or Mixed Feelings,F,City needs the money City Council and Mayor tend to shoot each other in the foot ,25-34,Male,M5P
Neutral,Neutral or Mixed Feelings,F,could bring revenue/tourism  ,25-34,Male,m6n
Neutral,Neutral or Mixed Feelings,F,Neither I nor the government should have any say in whether somebody offers a casino to interested customers  ,,,
Neutral,Neutral or Mixed Feelings,F,Depends who benefits How else are resources for the city/province deployed ,45-54,Male,M6G
Neutral,Neutral or Mixed Feelings,F,"Do not want it in downtown Toronto. Leave the space for commercial/residential/retail. Montreal's casino has too much traffic A casino to Toronto is only good if it is a quality one. Not a cheap/run down looking one. It must be integrated with an entire experience. If this cannot be done, then it is just another cheap attraction, money for the casino operator and no one else No 3rd reason",25-34,Male,M3A
Neutral,Neutral or Mixed Feelings,F,Toronto desperately needs more tax revenue and no level of government seems willing to rationally address this issue in a meaningful way. People should be allowed to gamble if they want. It's their life to ruin. However there are significant social challenges associated with casinos that will need to be considered and mitigated if possible.,25-34,Male,m5s
Neutral,Neutral or Mixed Feelings,F,Could be economically beneficial but damaging to social situation/placemaking/reputation  ,25-34,Male,M5H
Neutral,Neutral or Mixed Feelings,F,"I would not use the gambling centre of the casino, so it doesn't matter to me personally It COULD provide an increase in revenue to the city, and it COULD provide a positive benefit to events in the city It will PROBABLY create social problems in the neighbourhood in which it is located, and will PROBABLY not be built with the city's benefit in mind",25-34,Male,M4K
Neutral,Neutral or Mixed Feelings,F,"I dont plan to go to a casino, but casinos are an attraction to bring in visitors and $$ to the city $$ that the city can earn from a casino ",Prefer not to disclose,Prefer not to disclose,m1e
Neutral,Neutral or Mixed Feelings,F,Increase in gambling addicts Revenue for the city ,,,
Neutral,Neutral or Mixed Feelings,F,I enjoy visiting casinos Casinos detract from surrounding businesses Casinos protray an aura of desperation,35-44,Male,M5T
Neutral,Neutral or Mixed Feelings,F,It MAY provide an economic boost to the city. It may lead to increased crime in the areas surrounding the casino. The interest for running the casino seem to be coming from Las Vegas types. They do no have the best reputation.,25-34,Male,m9n
Neutral,Neutral or Mixed Feelings,F,Toronto needs more revenue Casinos affect the poor in negative ways Casinos tend to be gaudy and ugly,25-34,Male,M4N
Neutral,Neutral or Mixed Feelings,F,I think that gamblers will always find a place to gamble and don't believe that locating a casino in Toronto will have any discernable effect on the amount of gambling that goes on.  ,65 or older,Female,M4K
Neutral,Neutral or Mixed Feelings,F,Increased traffic & congestion Environmental footprint regarding car travel Inadequate high speed transit to serve casino,35-44,Male,m4m
Neutral,Neutral or Mixed Feelings,F,Could generate a lot of money Could cause individual harm Hopefully will market safe gambling,15-24,Female,M5T
Neutral,Neutral or Mixed Feelings,F,I think it can be an interesting tourist attraction Need further details on economic costs and gains Personally don't have an interest in casinos,25-34,Female,m4k
Neutral,Neutral or Mixed Feelings,T,  ,,,
Neutral,Neutral or Mixed Feelings,F,those that can least afford it are most likely to spend their money in casinos = need for more social programs/support or policing? Toronto needs money and doesn't have a lot of options for revenue generation ,35-44,Female,M4B
Neutral,Neutral or Mixed Feelings,F,"Strong economic growth in the form of tourism Not attracting the best people, may add a shady side to Toronto Gambling is not something I would generally like to have within a quick drive of my house",,,
Neutral,Neutral or Mixed Feelings,F,"Strong economic growth in the form of tourism Not attracting the best people, may add a shady side to Toronto Gambling is not something I would generally like to have within a quick drive of my house",15-24,Male,M4L
Neutral,Neutral or Mixed Feelings,F,Addiction issues Location Brings money,,,
Neutral,Neutral or Mixed Feelings,F,not sure it will benefit toronto do not believe the figures being presented ,45-54,Male,m6b
Neutral,Neutral or Mixed Feelings,F,Addiction issues Location Brings money,45-54,Female,M5M
Neutral,Neutral or Mixed Feelings,F,there are advantages and disadvantages; not sure which are greater  ,45-54,Female,m5m
Neutral,Neutral or Mixed Feelings,T,Waste of money Waste of space don't know of anyone that would go.,25-34,Female,m6h
Neutral,Neutral or Mixed Feelings,F,I think Casino's are a good source of revenue I think Casino's are a good source of entertainment (in addition to gambling) I worry about the social impact and exploiting citizens to generate additional revenue,25-34,Male,M8Z
Neutral,Neutral or Mixed Feelings,F,I don't think I care enough about the matter to be pro or con  ,25-34,Male,M6R
Neutral,Neutral or Mixed Feelings,F,"Downtown area is TOO over crowded on 'regular' days. Anyone thought of the MESS when there is an event or events? Use your heads people, again, TOO congested and crowded. We have so much space in other areas, use that Enough activity at any one time happening downtown (buildings going up, construction, protests, events of all sorts)",55-64,Female,M1B
Neutral,Neutral or Mixed Feelings,F,casinos are a fact of life in North america now.  ,45-54,Male,M5C
Neutral,Neutral or Mixed Feelings,F,Good for economy and local businesses Studies show gambling leads to crime and higher addictions in local areas of casinos ,15-24,Male,M4W
Neutral,Neutral or Mixed Feelings,F,Obviously there are both pros and cons.  ,,,
Neutral,Neutral or Mixed Feelings,F,"If there is a casino located on Toronto's border that brings same negative impacts, then we may as well collect the revenue from it by hosting it inside our border. Concerned about a tacky eyesore of a building located right in the downtown. Not sure it will attract tourism/ ""high rollers"" Revenue for infrastructure needs would be useful",25-34,Female,M6G
Neutral,Neutral or Mixed Feelings,F,"I feel that the private sector / entrepreneurs / developers should have contribution to this project, not just the OLG or the City. A casino always has pros and cons, but the problem is the focus on ""a"" casino, not a potential revenue-stream out of a responsible urban regeneration project (hint the Port Lands) I feel the OLG, not the City, by the end of the day will have their say as to how the casino is run, how the revenue is distributed, etc.",25-34,Male,M1V
Neutral,Neutral or Mixed Feelings,F,"Casinos are not financially beneficial to communities that they are situated in, hey only benefit the owners.  ",55-64,Male,M5J
Neutral,Neutral or Mixed Feelings,F,"There are both pros and cons. Pros being the boost to the economy; job creation (construction and running a casino), increase tax revenue, increase in tourism, etc. Cons: promoting an addictive activity, potential increase in crime",15-24,Male,M4E
Neutral,Neutral or Mixed Feelings,F,"Increased Revenue Concerned about impact on green areas (Leslie spit, Lakeshore) Concerned about traffic generated by the facility",25-34,Male,M6P
Neutral,Neutral or Mixed Feelings,F,  ,,,
Neutral,Neutral or Mixed Feelings,F,"It would create jobs in the city It would drive more tourism to the city It may make the city seem ""cheap"" or undesirable to some",15-24,Female,L6A
Neutral,Neutral or Mixed Feelings,F,"I believe Woodbine Racetrack working well, as is. Woodbine racetrack is only location I support. Saving horseracing is the best way to save and create jobs and revenue for city.",45-54,Male,M9B
Neutral,Neutral or Mixed Feelings,F,"There is no guarentee for the total plan, will there be one casino in Toronto, who will be the target group for casino use Will the police budget reflect the chaning needs of a city with a casino, will the police and citizens be guarenteed this buget increase in perpetuity I don't trust what politicians propose / say",35-44,Female,M5M
Neutral,Neutral or Mixed Feelings,F,We live in the west end and Woodbine serves our needs fine we are Ok with it aslong as Woodbine is not impacted ,,,
Neutral,Neutral or Mixed Feelings,F,"Not sure if this is what the city needs to stimulate revenue Not sure what impacts this may have on gambling Casino's can bring in alot of money, but what image would it give the city? Also, how much money would this cost the city in terms of services, construction congestion, etc compared to potential revenues?",25-34,Male,L1V
Neutral,Neutral or Mixed Feelings,F,"Increases in gambling adiction traffic concerns one the positive, the revenue would be good",35-44,Male,
Neutral,Neutral or Mixed Feelings,F,I would not use the casino Concerned about safety/security Happy that it would potentially create jobs for Torontonians,25-34,Female,M2N
Neutral,Neutral or Mixed Feelings,F,Those that can least support it. There will be a drop in profits as more and more gambling outlets are added ,65 or older,Male,M4N
Neutral,Neutral or Mixed Feelings,F,Depends on location The Gardiner must be fixed before a downtown location Don't trust the OLG.,55-64,Male,m9w
Neutral,Neutral or Mixed Feelings,F,"The amount of money received seems low, little benefit to the overall budgetary situation of the city. It could help tourism a bit, but not much. ",25-34,Male,M5V
Neutral,Neutral or Mixed Feelings,F,  ,,,
Neutral,Neutral or Mixed Feelings,F,Casinos are of little economic benifit to a city which already has such a vibrate and diverse nightlife. Toronto should not try to be the Atlantic city of Cananda  ,,,
Neutral,Neutral or Mixed Feelings,F,Don't care as long as my taxes don't go up Don't care as long as it's not in my area of town ,,,
Neutral,Neutral or Mixed Feelings,F,"I think mainly poor people use this type of entertainment, a kind of tax for poor people. Gambling for those who have a problem with it, is horrible for families. ",35-44,Female,m6n
Neutral,Neutral or Mixed Feelings,F,  ,,,
Neutral,Neutral or Mixed Feelings,F,Not enough information publicized Potential increase of gambling addiction problems in the city Potential increase of revenue for the city,15-24,Male,M5G
Neutral,Neutral or Mixed Feelings,F,more mental health centres will be needed due to addiction will attract alcoholics and increase crime in the area on the other hand it will be a decent attraction and make revenue for the city,,,
Neutral,Neutral or Mixed Feelings,F,Greater prevalence of gambling can lead to higher rates of addiction.  ,25-34,Male,M6H
Neutral,Neutral or Mixed Feelings,F,A casino would provide the convenience of being local and would attract more tourism into the core Transportation to and from the casino area must be considered a high priority. We don't need more traffic sound of bloor. I also have concerns about public health and gambling addictions since these aspects are quite important in the stability of Toronto's economic structure.,15-24,Male,M6E
Neutral,Neutral or Mixed Feelings,F,Good for economy and businesses Worry about the Location and taking away from individuality found in to ,,,
Neutral,Neutral or Mixed Feelings,F,Drunkards Junkies Prostitutes,25-34,Male,M3A
Neutral,Neutral or Mixed Feelings,F,I think the location is very important and I don't feel it's being planned well I think additional traffic congestion in the downtown core/waterfront is unacceptable and don't think gamblers are transit users ,25-34,Female,m4k
Neutral,Neutral or Mixed Feelings,F,Revenue positive Can this be done without destroying our other entertainment and cultural industries Can it fit into an urban world or is is it an alien stand alone terror,45-54,Male,M4K
Neutral,Neutral or Mixed Feelings,F,"Building and site usually unattractive, a waste of shoreline site. If part of quality hotel per Las Vegas, OK If $$ are favourable fo city - OK  - if not, why bother? Only encourages more vulnerable folks to fall prey I don't gamble. I don't get a thrill from winning by chance & I dislike losing.",,,
Neutral,Neutral or Mixed Feelings,F,problem gamblers attract teens ,,,
Neutral,Neutral or Mixed Feelings,F,"I am neutral as I do not know how this will benefit the people of Toronto. Will the income generated from the casino get put back into social programs, etc?  ",15-24,Female,m4p
Neutral,Neutral or Mixed Feelings,T,Casino Rama  ,,,
Neutral,Neutral or Mixed Feelings,F,problem gamblers attract teens ,45-54,Prefer not to disclose,m4j
Neutral,Neutral or Mixed Feelings,F,  ,35-44,Female,M1N
Neutral,Neutral or Mixed Feelings,F,"I oppose for social and health reasons, a Casino will have negative criminal, weapon and moral health implications I can support a Casino only if it is PROVEN truly NET highly profitable for the City and communities involved How can gambling addiction be dealt with?",55-64,Male,M2R
Neutral,Neutral or Mixed Feelings,F,Could bring in much needed revenue Might cause traffic and parking problems ,55-64,Female,M5J
Neutral,Neutral or Mixed Feelings,T,not a gambler myself see the financial benefits ,45-54,Female,M6S
Neutral,Neutral or Mixed Feelings,F,we need the money  ,65 or older,Male,M1R
Neutral,Neutral or Mixed Feelings,F,Crime Infastructure improvements being paid for by tax payers ,15-24,Male,m3a
Neutral,Neutral or Mixed Feelings,F,There are many people who like to gamble who don't have a gambling problem. Could bring revenue to the city. The mental health / addiction problems will not be addressed adequately - they NEVER are.,45-54,Female,M4K
Neutral,Neutral or Mixed Feelings,F,many people have gamling habits and I think for them this is not a good idea.  ,55-64,Female,m1e
Neutral,Neutral or Mixed Feelings,F,"A casino's are not Family orientated - they only target one group of people Need more venues for children, teens and young adults to engage in positive activities Niagara & Orilla are the casino venues to go too",,,
Neutral,Neutral or Mixed Feelings,F,"Impact on Traffic in the core, crime. Cost to the city to build up the infrastructure to support a Casino The area around Downsview might be better suited for a Casino.  And there are Casinos in Niagara and Orillia .",45-54,,m1c
Neutral,Neutral or Mixed Feelings,F,"I don't want a foreign owned casino.  The community should receive profits not a corporation. If a corporation can run this, then so can the community, you just need to hire the right talent. I want it to be upscale and keep out the paupers and gamblers who cannot afford to lose their family's food and rent money. I want it to be an asset and not a problem, so the location, design and ambiance are very crutial whether I would support the project.",45-54,Female,m1e
Neutral,Neutral or Mixed Feelings,F,"My government should not be involved in taking advantage of people's potential weaknesses, and in enabling possible addictions. On the other hand, should people wish to partake in throwing away their money, why shouldn't the profits go to the people's government? The government does not have a good record in ensuring the operation in properly regulated and that the monies are used ot the best advantage of the city.",,,
Neutral,Neutral or Mixed Feelings,F,"Generally, adults should have the option to access a casino There are many conflicting opinions about the social impacts - it's confusing There are many conflicting opinions about the economic impacts - it's confusing",45-54,Male,M5R
Neutral,Neutral or Mixed Feelings,F,  ,25-34,Male,m3h
Neutral,Neutral or Mixed Feelings,F,  ,45-54,Female,M9r
Neutral,Neutral or Mixed Feelings,F,"See Q2b. below- I rarely gamble, but I don't dispute others' right to do so. I certainly don't want it in my face as I do my own stuff.  ",45-54,Male,m9b
Neutral,Neutral or Mixed Feelings,F,"Revenue and jobs for Toronto A casino will be built either in Toronto in neighbouring communities, so it might as well be Toronto. On the negative side, gambling is addictive for some people and there are associated social problems and costs.",45-54,Female,M4R
Neutral,Neutral or Mixed Feelings,F,"Depends on the way it is done and location, avoid the ""disneyfication"" of the city Deadwood, South Dakota is one place where they started gambling and it was a natural fit with the city Challenge for Toronto is finding the right balance",35-44,Female,m4K
Neutral,Neutral or Mixed Feelings,F,"WHile I can see that a casino will increase visitors to toronto, I don't think they'll spend much beyond the casino itself Casinos = graft, mobsters, encourage bet-a-holism Ties up traffic which is already horrid, thanks to our short sighted city council!",45-54,Female,M4L
Neutral,Neutral or Mixed Feelings,F,"location of casino--people play in the dark, why give them the best view? only good for one segment of the population worried about the influx of people from out of town in that area (and the problems that may arise)",35-44,Female,M6J
Neutral,Neutral or Mixed Feelings,F,Incomplete information on benefits and drawbacks of a casino in major city Inaccurate calculations of future revenues No concrete plans on where the casino should be located within the city,25-34,Male,M5J
Neutral,Neutral or Mixed Feelings,T,should not be downtown  ,65 or older,Male,m9n
Neutral,Neutral or Mixed Feelings,F,"lack of knowledge on the outcome of such a commitment. really know that our city needs to money, so we have to sell out to build better transit want to create jobs, but not at the expense of our citys reputation and good standards",Prefer not to disclose,Female,m2n
Neutral,Neutral or Mixed Feelings,F,Safety $ forTO ,,,
Neutral,Neutral or Mixed Feelings,F,"I would almost never use it, since gambling is a poor investment, unless you're a good poker player Casinos often bring a trashy, glitzy vibe with them I'm glad that the money at least goes back to the government, but I'm not sure whether this will outweigh the cost to the gamblers",25-34,Male,M3A
Neutral,Neutral or Mixed Feelings,F,"is there the ""deamnd"" for this type of attraction ar ewe going to take business away from other prov. casinos not enought information such as location to make informed decision",45-54,Female,M2n
Neutral,Neutral or Mixed Feelings,F,Not against a casino perse but definitely against one on the waterfront!  ,35-44,Male,M5S
Neutral,Neutral or Mixed Feelings,F,"Plenty of places to gamble, online as well Not sure it is good for the city Don't feel 1 casino good for the city with no competition, it can't properly give a good gambling environment",55-64,Male,M3h
Neutral,Neutral or Mixed Feelings,T,"encourages gambling dependancy,  ",65 or older,Female,M5M
Neutral,Neutral or Mixed Feelings,F,  ,15-24,Male,m4g
Neutral,Neutral or Mixed Feelings,F,"A Casino only  will bring jobs and revenue to hotels and restaurants A Casino with a hotel, entertainment , retail, etc. will not bring jobs to Toronto ",65 or older,Female,M4J
Neutral,Neutral or Mixed Feelings,F,Gambling related heat  ,,,
Neutral,Neutral or Mixed Feelings,F,  ,25-34,Male,M2N
Neutral,Neutral or Mixed Feelings,F,additicontion they expect alot of income for the people which will not come crime rate will rise,65 or older,Male,M3C
Neutral,Neutral or Mixed Feelings,F,"It's happening illegally and we can't tax it... why not just tax it I don't want it downtown. Would rather see it outside the city core. NYC doesn't have one, why should we?",35-44,Male,m4m
Neutral,Neutral or Mixed Feelings,F,been to other casino cities older not enthusiastic like before ,45-54,Male,m4j
Neutral,Neutral or Mixed Feelings,F,traffic problems potential revenue crime?,35-44,Male,M5V
Neutral,Neutral or Mixed Feelings,F,"I don't want to support unhealthy gambling practices or addictions yet I believe it could be a way for the city to get more funding for social programs, transportation problems and building and maintenance of the city.  ",65 or older,Female,M6P
Neutral,Neutral or Mixed Feelings,F,"I like playing poker, so it would be fun to have a place close by. I feel it would dedrade the friendly nature of the city. I feel there are better things toronto can be known for than a great casino. If we get a casino I think it will dominate the city.",25-34,Male,M5C
Neutral,Neutral or Mixed Feelings,F,I am not interested in casinos  ,,,
Neutral,Neutral or Mixed Feelings,F,I am not a gambler.  I worry about people who have a problem with gambling,65 or older,Female,M2n
Neutral,Neutral or Mixed Feelings,F,inappropriate nature of this survey  ,65 or older,Male,M2L
Neutral,Neutral or Mixed Feelings,T,As i am NEUTRAL because Casino brings a mixed bag both good & bad !!  ,35-44,Male,M2J
Neutral,Neutral or Mixed Feelings,F,Lack of clear implications Social impact - gambling dependency Attraction of organized crime/gangs,55-64,Male,M8X
Neutral,Neutral or Mixed Feelings,F,"Depends on what the revenue will be used for. If it will finally fix our subway infrastructure (eg. a downtown relief line), I'm all for it. If not, then we don't need the added traffic.  ",25-34,Female,M5G
Neutral,Neutral or Mixed Feelings,F,good to generate revenue from additional tourism mixed feelings about the OLG and how much power they have. Believe in a more competitive approach to gambling. ,25-34,Female,M8V
Neutral,Neutral or Mixed Feelings,F,I do not believe we need more casinos in Ontario Race tracks suffer as soon as casinos are put in.  Race tracks loose clientele to casino.  Race tracks can not survive with casino's unless they are part of the race track it self. Why take money out of Ontario and give it to large American based companies,45-54,Female,M1N
Neutral,Neutral or Mixed Feelings,F,  ,55-64,Male,
Neutral,Neutral or Mixed Feelings,F,Higher Crime Rate Broken marriages and families more people in need of mental health,,,
Neutral,Neutral or Mixed Feelings,F,"Employee at Woodbine Racetrack I'd like to keep my current position, if not improve to a better one Opportunities for growth and enhancement within the community",15-24,Female,L6S
Neutral,Neutral or Mixed Feelings,F,It's a tax on the poor location is extremely important ,35-44,Female,
Neutral,Neutral or Mixed Feelings,F,Don't trust OLG to provide Toronto with suitable compensation  ,45-54,Male,
Neutral,Neutral or Mixed Feelings,F,wont go downtown  ,45-54,Female,l6m
Neutral,Neutral or Mixed Feelings,F,Economic potential of the investment Social consequences of gambling Architectural quality of the proposed site,25-34,Male,M6K
Neutral,Neutral or Mixed Feelings,F,"Don't like the idea because of problems it can cause for people losing money, but it would probably make money for the city.  Other cities have casinos and must rake in the money, not sure if it is right though.  ",Prefer not to disclose,Female,M2M
Neutral,Neutral or Mixed Feelings,F,I do not believe the American Casinos will provide what they say they will. I believe crime will increase ,55-64,Male,m8W
Neutral,Neutral or Mixed Feelings,F,don't live in Toronto keeps me employeed keeps others employeed,25-34,Male,n2l
Neutral,Neutral or Mixed Feelings,F,A lot of people are addicted to gambling More crime A secure and safe location is ideal,25-34,Female,M9m
Neutral,Neutral or Mixed Feelings,F,I dont think a casino is the way for the Government to get out of the fiscal debt they are in. A casino could hurt Woodbine Race Track and put thousands out of work. A casino with American intrests would not keep the money made with in Ontario.,45-54,Male,L8T
Neutral,Neutral or Mixed Feelings,F,Don't think revenue will ever match promised levels Casinos in other juristictions have created 'dead zones' in their immediate area...they are inward looking establishments Disagreed with cancellation of slots @ racetracks program. Major mistake. Casino should be at Woodbine...,45-54,Male,M9A
Neutral,Neutral or Mixed Feelings,F,  ,45-54,Female,M5J
Neutral,Neutral or Mixed Feelings,F,Depends where it is Should be away from residential areas ,,,
Neutral,Neutral or Mixed Feelings,F,"I am not in favour of building new casinos, but would be happier seeing Woodbine get expanded gaming  ",45-54,Female,N0L
Neutral,Neutral or Mixed Feelings,F,"I would be ""strongly in favour"" of an expanded casino at Woodbine Racetrack, but ""strongly opposed"" to a casino anywhere else in Toronto Woodbine provides the best balance of location and economic return to all parties. Its location is important because it's not in the middle of a residential area where the social costs of a major casino could be devastating in terms of social costs. Also, Woodbine's location, unlike a downtown site, will avoid snarling traffic further ",35-44,Male,M5V
Neutral,Neutral or Mixed Feelings,F,  ,55-64,Female,l1g
Neutral,Neutral or Mixed Feelings,T,people get addicted just a way to get more taxes takes money from the poor,65 or older,Female,M2R
Neutral,Neutral or Mixed Feelings,F,I am in favour for a casino but I do not support a casino in the Toronto downtown core  ,35-44,Male,L4L
Neutral,Neutral or Mixed Feelings,F,"I am not opposed to a new casino in an appropriate area of Toronto, however I am strongly opposed to a casino in the entertainment district. I believe it is an extremely unsuitable area.  ",25-34,Female,M5R
Neutral,Neutral or Mixed Feelings,F,Casino will bring in money for the city but will also be a blight on whatever neighbourhood it lands in.  ,45-54,Male,M5N
Neutral,Neutral or Mixed Feelings,F,"Sure it will create jobs for how long? It can be taken away anytime. The affects of other casinos (Commercial, Charity, Slots )...pros/cons - loss of jobs - forcing experience Casino Staff to relocate and reapply for a better market...also a wage loss on their behalf... .Also the government will make it' s share no matter what the outcome will be while the competitors will find hard.. There are many more reasons I have in this general topic... Too conveinent",35-44,Male,M5R
Neutral,Neutral or Mixed Feelings,F,  ,,,
Neutral,Neutral or Mixed Feelings,F,"The amount of money the city will get from the Casino is not enough to justify the problems a casino will bring Done correctly, it could be the anchor of an entertainment district ",35-44,Male,M4Y
Neutral,Neutral or Mixed Feelings,F,"Positive feelings - casinos can generate new jobs especially for young people. Negative - if this casino will be managed by private non-Canadian firm, profit goes to capitalists; no benefit to society Negative - many players in nearly all casinos hardly win. The machines can be rigged to maximize intake and minimize wins.",55-64,Female,M1E
