Sentiment,Strength,Conditions,Comment,Age,Gender,Postal Code
Favour,Strongly in Favour,F,Get some excitment in the city Keep the money in Toronto Reduce traffic to other casinos.,45-54,Male,M4K
Favour,Strongly in Favour,F,It will bring in a LOT of money for the city. Other major cities have had them. It would be a major tourist draw.,55-64,Female,M1C
Favour,Strongly in Favour,F,Jobs Economic developent Green development,35-44,Male,M6S
Favour,Somewhat in Favour,F,city could use the money more tourists money for other small business from tourism,45-54,Female,M4J
Favour,Somewhat in Favour,F,It will generate significant construction and other jobs which is good for the city. It will generate long term tourism income for the city ,25-34,Female,M4M
Favour,Strongly in Favour,F,jobs tourism good for the city,25-34,Male,M4V
Favour,Strongly in Favour,F,"Bring in tourism Bring in revenue for Toronto, in hopes it can be put towards supporting Toronto programs (youth, healthcare, etc) Create jobs",35-44,Female,M4Y
Favour,Somewhat in Favour,F,Generate Money for Govrnment Services  ,45-54,Male,M6R
Favour,Strongly in Favour,F,jobs jobs jobs,45-54,Male,m6k
Favour,Strongly in Favour,F,I fly to vegas for this sort of entertainment I drive to Niagara or Rama for this sort of entertainment Toronto needs this attraction for jobs and revenues,45-54,Male,M1B
Favour,Strongly in Favour,F,tourism increase economic boost potential for further investment,25-34,Female,m4p
Favour,Strongly in Favour,F,  ,55-64,Male,M1C
Favour,Strongly in Favour,F,It will generate money in the city from visitors Negative impacts can be mediated ,45-54,Male,M4k
Favour,Somewhat in Favour,F,"The city could defintely use the extra tax/rental revenue We're a big city, time for us to grow up and let people play however they want. ",55-64,Male,M4K
Favour,Somewhat in Favour,F,Toronto will make  money  to help pay down the deficit  ,45-54,Female,m4j
Favour,Strongly in Favour,F,Income generated for the city Opportunity for brining in tourists to the city Employment opportunities,45-54,Male,M4X
Favour,Strongly in Favour,F,"Tourism would strongly benefit, not just for gamblers The city would make money If done properly, would look great on the skyline and be a great addition to the city.",25-34,Male,
Favour,Strongly in Favour,F,money personal enjoyment tourism,45-54,Male,m6s
Favour,Strongly in Favour,F,Jobs Taxes Fun,45-54,Male,M5A
Favour,Somewhat in Favour,F,"I see people from Toronto travelling to other locations to attend a Casino. If there was one in Toronto, they would spend their money in our city.  ",35-44,Male,
Favour,Strongly in Favour,F,Gambling Employment opportunities Entertainment,15-24,Male,M5M
Favour,Strongly in Favour,F,tourism money jobs,,,
Favour,Strongly in Favour,F,Provides a top-rate entertainment venue with subsidized tickets Keeps more money in Toronto (I currently visit Niagara and Windsor...leaving money there) Creates thousands of new jobs,55-64,Male,M4y
Favour,Strongly in Favour,F,Making this city a world class city bringing in new jobs something for adults to do other then drinking,25-34,Male,M4H
Favour,Somewhat in Favour,F,Attraction of investment and world class developments Additional tourism ,25-34,Male,M5A
Favour,Strongly in Favour,F,Revenue for the city Entertainment ,25-34,Male,m9a
Favour,Strongly in Favour,F,If Toronto does not get a casino we will lose Conventions Tourist & tax dollars  ,55-64,Male,M4L
Favour,Strongly in Favour,F,Creates jobs Good for tourism I would like a casino closer to home,45-54,Female,M2N
Favour,Strongly in Favour,F,I see no reason not to Will bring in Tourism I like to go the the casino once in a while,45-54,Female,m4p
Favour,Strongly in Favour,F,Casinos have been proven to be excellent sources of municipal and provincial income  ,45-54,Female,M5C
Favour,Strongly in Favour,F,Freedom - we should have the right to gamble if we want to.  ,35-44,Male,M4X
Favour,Strongly in Favour,F,"I'm not a heavy gambler, but when I do decide to go, I have to travel to Niagara Falls, Orillia or Woodbine Race Track. I think it will be good for the city. Attract tourists. It will bring in revenue and maybe help pay down the deficit if done right, and help with charities.",55-64,Female,M3K
Favour,Somewhat in Favour,F,"I'd rather have it in Markham where I live than have to go downtown If it can't be in Markham, then Toronto is the next best place A casino locally would be awesome!",35-44,Female,L3R
Favour,Strongly in Favour,F,It will create jobs It will heighten tourism that will benefit our surrounding businesses (example PORTER) There's nothing to do in that area.  It's wasted space.,25-34,Female,L1R
Favour,Strongly in Favour,F,Jobs for the Hospitality and Tourism Industry Economic Stimulus More International exposure of Toronto to the World bringin international tourists,15-24,Male,M9A
Favour,Strongly in Favour,F,"Need to find new revenue streams - a casino will provide much-needed funds. Provides jobs Will put Toronto ""on the map"", so to speak.",45-54,Female,M4J
Favour,Strongly in Favour,F,An outstanding opportunity to have another world class entertainment opportunity for the city. Tax revenue. Tourist attraction with its associated revenue for the city.,65 or older,Male,
Favour,Strongly in Favour,F,"A source of income , employment, land tax revenue, tourist dollars, all the evils associated with casinos are also source of revenue, People should play within their limits, Niagara falls has gambling for children, re winning tickets for playing games",55-64,Male,M4L
Favour,Strongly in Favour,F,jobs tourism if at Exhibition Place there will be money to revitalize Ontario Place,45-54,Female,M8V
Favour,Strongly in Favour,F,World class entertainment Great venue to attract people These casinos (new ones) are really beautiful - just look at Vegas,35-44,Male,P5N
Favour,Strongly in Favour,F,It would be nice to have a casino closer to home It would increase revenue to toronto and this would be good ,55-64,Male,M4K
Favour,Strongly in Favour,F,Cheaper for me than flying to Vegas which I do twice a year. Will make us a real tourist destination. Jobs Jobs jobs,65 or older,Male,M4Y
Favour,Strongly in Favour,F,more attractions in toronto economic benefits city branding,25-34,Male,M2M
Favour,Strongly in Favour,F,"Casinos bring entertainment acts to the city (musicians, comedians) that would not otherwise tour here Closer than Rama or Niagara The city needs more grown up games and entertainment.",35-44,Male,L5V
Favour,Somewhat in Favour,F,"People can gamble on-line anywhere any time anyway, we might as well get some tax revenue I am in favour only of a stand alone casino. ",45-54,Male,M5R
Favour,Strongly in Favour,F,Money for the City  ,55-64,Male,M4W
Favour,Somewhat in Favour,F,"there are people, locals and tourists, would be interested in this entertainment unique opportunity for great enhancements to the area - redevelopment and revitalization --- this is a primary community benefit!!!!! maybe the revenues from the casino can pay for transit expansion",45-54,Female,m6s
Favour,Strongly in Favour,F,More Jobs More Tourists ,55-64,Male,M8Y
Favour,Somewhat in Favour,F,  ,65 or older,Male,m4w
Favour,Strongly in Favour,F,Fun Increased Revenue Jobs,35-44,Male,M4M
Favour,Strongly in Favour,F,Enjoy the slots. Will know my limit. ,65 or older,Female,M6M
Favour,Somewhat in Favour,F,The amazing proposals for the redevolopment of the Toronto Metro Convention Centre put forward by Oxford. The park that would be built along the rail tracks. Two 70-storey office towers (with all the economic benefits to come along with it) to be designed by Sir Norman Foster.,25-34,Male,M4M
Favour,Somewhat in Favour,F,A large portion of my income comes from a related source (horseracing) for which I provide entertainment for patrons It provides considerable employment for the many entertainers I book each year Considerable funding is generated for projects which might otherwise not get such funding,65 or older,Male,M4C
Favour,Strongly in Favour,F,"generation of revenue for the province reduce police resources to monitor gambling dens, less incentive for illegal operations entertainment for a world class city",25-34,Prefer not to disclose,m5a
Favour,Somewhat in Favour,F,"Increased Tax Revenue (for Province, and I assume some royalties to Toronto). Casino will be located in GTA no matter what and Toronto will still have and negative consequences without the revenue. Will draw additional tourists - help hospitality industry.",55-64,Male,M2K
Favour,Strongly in Favour,F,"Global world cities have casino(s) in their urban core.  London, Paris, Singapore, Madrid, Barcelona... This is simply an addition to the rich tapestry of offerings Toronto has as a city. Addiction statistics are wildly overestimated and a casino in Toronto (or Markham if we reject) will not help.",15-24,Male,m8v
Favour,Strongly in Favour,F,I like to play slot machines More choice of places to play We need a draw for Toronto and I believe a resort casino would do that.,55-64,Female,L9T
Favour,Somewhat in Favour,F,A well managed casino property could be positive for Toronto Investment in the city Jobs,45-54,Male,M4k
Favour,Somewhat in Favour,F,Toronto needs the revenue not sure Casino best way to get the revenue Other cities/communities seem to do OK with a Casino located in their area,45-54,Male,M4K
Favour,Somewhat in Favour,F,revenue for the city  ,55-64,Male,M4K
Favour,Strongly in Favour,F,"Other citys have casino's (windsor, Niagara falls) and they are doing fine  ",55-64,Male,M4M
Favour,Strongly in Favour,F,"This is a city of culture, gambling is not something that is alien to the western world, why don't we have a casino here? I don't think that the inevitable negative effects will be more pronounced with a casino in the city as opposed to in niagara. It will inevitably attract business and bring revenue to the city that could be properly spent elsewhere.",25-34,Male,M4K
Favour,Strongly in Favour,F,create more jobs more revenue attracting more tourists,45-54,Male,M6H
Favour,Strongly in Favour,F,Destination Venue to compete with other major cities that have Casino and convention centre Creation of more Jobs and another venue to showcase talent additional revenue to city from Casino can be used to futher enhance the city,55-64,Male,M6P
Favour,Strongly in Favour,F,Additional source of adult only entertainment Revenue for the city Local employment,35-44,Male,m4c
Favour,Strongly in Favour,F,It will bring jobs and funds to a cash-strapped city. It will provide fun and entertainment  to residents and make Toronto more competitive for tourism. Better conventions and entertainment too/ Residents have to travel to Niagara Falls Ajax or take close to a 2 hour transit ride to woodbine. We need one downtown. Why not keep the money and jobs here!!!,45-54,Male,M4Y
Favour,Strongly in Favour,F,"Torontonians already gamble but drive or bus outside the city to do so meaning Toronto jobs are lost and the environment damaged by the drive there and back potential development encompassing live, work, play philosophy is huge--including transit economically win win -- but shouldn't be in the downtown core -- totally unnecessary for success",55-64,Female,m1w
Favour,Strongly in Favour,F,"brings revenue  to city attracts tourists who will also spend elsewhere- hotels, restaurants, shopping ",55-64,Female,m2n
Favour,Strongly in Favour,F,Boosts tourism Boosts economy Enjoy casinos but have to travel/hotel elsewhere;  why not invest the money right here?,55-64,Female,M6n
Favour,Strongly in Favour,F,JOBS JOBS JOBS,25-34,Male,M1K
Favour,Strongly in Favour,F,Entertainment Jobs World class attraction,,,
Favour,Strongly in Favour,F,Will add to the draw and allure to the City Will generate funds for the City which we need Will provide good paying jobs for Torontoians.,35-44,,M4S
Favour,Strongly in Favour,F,high end entertainment complex jobs revenue for city,,,
Favour,Strongly in Favour,F,job/economic growth more revenue to city of Toronto tourism,55-64,Male,m1p
Favour,Strongly in Favour,F,I think Toronto could benefit from the revenue I think it would help tourism by giving visitors a entertaining time in Toronto It would expand Toronto's entertainment district,25-34,Male,M5S
Favour,Strongly in Favour,F,Would like a place to play poker and blackjack Brings tourists to city ,25-34,Male,m5r
Favour,Strongly in Favour,F,Jobs It's not a CONDO. Incentive to business to show we do mean business and want to be world class.,25-34,Male,M4K
Favour,Strongly in Favour,F,Entertainment Revenue for city ,,,
Favour,Strongly in Favour,F,It will create jobs- especially for students and those under 30's beginning a family in Toronto It will create jobs- increasing  the number of tourists to Toronto from outside Canada - ,65 or older,Male,M5A
Favour,Strongly in Favour,F,  ,25-34,Female,M4n
Favour,Strongly in Favour,F,I want Toronto to have access to the millions and millions of dollars that gambling could bring to the city ( many jobs too) It would be a great chance to redevelop Exhibition place - a wasteland right now I would love to see world class events and entertainment that a casino could bring in.,55-64,Male,M9A
Favour,Somewhat in Favour,F,promote and attract foreign tourist upscale dinning location ,25-34,Male,M1V
Favour,Strongly in Favour,F,It will create jobs It will help with tourism & provide another venue for conventions Personal entertainment,,,
Favour,Strongly in Favour,F,Great revenues to support city activities Build new infrastructures including funding new transportation to get around city. Become a world class city.,55-64,Male,M3J
Favour,Strongly in Favour,F,cannot find a reason why not to have a casino in the city  ,35-44,Male,M1L
Favour,Somewhat in Favour,F,I feel a casino fits into a modern city as ours. It will give us a more internationally known city. Will bring more tourists.,65 or older,Male,m4t
Favour,Strongly in Favour,F,Revenue for city Tourism Economic development,65 or older,Male,M4v
Favour,Strongly in Favour,F,Tourism Entertainment Architecture/revival,25-34,Male,M4j
Favour,Somewhat in Favour,F,A casino would provide jobs A casino would provide revenue for the city ,65 or older,Female,M4J
Favour,Strongly in Favour,F,"I am a resident of Toronto and a gambler and the other casinos are at least an hour outside the city, if not out of the country. I am also a restaurant owner and think a casino in the city would increase tourism to the city and possibly to my business. I think it could help decrease Toronto's debt",25-34,Male,m4k
Favour,Somewhat in Favour,F,"Montreal and Windsor have one and their world did not end (no increase in social problems, etc). increased tourism increased revenue for city coffers",45-54,Male,M4S
Favour,Strongly in Favour,F,increasing job opportunities increasing economic in Torono improving surroundings,Prefer not to disclose,Prefer not to disclose,M6H
Favour,Strongly in Favour,F,  ,25-34,Male,
Favour,Strongly in Favour,F,increase revenue for the city Help sell conventions in the City People like MGM and Cessar Palace will fund a hugh complex that would be world class,65 or older,Male,M9B
Favour,Strongly in Favour,F,All big cities in the world have casinos except Toronto  ,45-54,Male,
Favour,Strongly in Favour,T,"pay too many taxes already, this will help take burdon off overtaxed hardworking people and small businesses  ",55-64,Female,
Favour,Strongly in Favour,F,Detrimental effects not documented nor statistically supportable Toronto needs the money Toronto needs casino to attract more conventions and tourists,65 or older,,
Favour,Strongly in Favour,F,jobs tourism economic growth,,,
Favour,Strongly in Favour,F,income job opportunities tourism,45-54,Female,M1T
Favour,Strongly in Favour,F,Subways Subways Subways,25-34,Male,
Favour,Strongly in Favour,F,Jobs Tourism Access,55-64,Female,M4k
Favour,Strongly in Favour,F,"If it is not built in Toronto, it will be built in the GTA - we should benefit from the revenues.  If it gets built elsewhere in the GTA, we will receive no revenues and will still suffer from the costs associated with gambling Benefits outweigh costs Las Vegas firm could be made to help pay for badly needed infrastructre",25-34,Male,M4M
Favour,Strongly in Favour,F,Economic benefits Jobs Good for tourims,65 or older,Male,
Favour,Strongly in Favour,F,It's good for the economy!  ,65 or older,Male,M2R
Favour,Strongly in Favour,F,"Economic benefit, namely indirect (i.e. increased tourism). Social issues will effect Toronto residents no matter where the Casino is located in the GTA. ",25-34,Male,M4P
Favour,Strongly in Favour,F,Entertainment Global city Revitalize Toronto Convention Centre,,,
Favour,Somewhat in Favour,F,"Retaining revenues for the city. May improve our attraction as a convention city A Casino is coming in the area anyway, Toronto should profit if it can -",65 or older,Male,M4K
Favour,Somewhat in Favour,F,Need tax revenue Attract tourist dollars Keep Toronto people home,65 or older,Male,M3C
Favour,Strongly in Favour,F,Revenue for the city Employment opportunities Boost tourism,35-44,Male,M9c
Favour,Somewhat in Favour,F,it will be something new and different it will bring new visitors to the city it will spur a new type of developement thinking at city hall,55-64,Male,M4E
Favour,Strongly in Favour,F,Toronto needs more high profile attractions. A casino would be a great tourism draw and would bring benefits to small businesses. A casino would provide a good source of tax revenues for the city.,,,
Favour,Strongly in Favour,F,"other casinos are further away, this will be closer a new place to visit in Toronto will bring in a lot of money for Toronto",35-44,Female,M1G
Favour,Somewhat in Favour,F,"Casinos attract the wrong crowd, at the cost of having a revenue source for the city possibility of increased gambling problems among city populace ",25-34,Male,M5v
Favour,Strongly in Favour,F,"Brings in a large amount of revenue to the city. As a tax-payer this is a welcomed. Brings in tourists from other parts of the city, province and beyond to spend money in Toronto, which will help businesses. Brings in named acts for entertainment for the residience of Toronto, who cannot afford huge prices at ACC, etc.",45-54,Male,M4T
Favour,Strongly in Favour,F,It could create increased revenue for the City It would create another social opportunity for residents of the city It would be a draw for visitors from outside the city to come to Toronto and spend money,25-34,Female,M9N
Favour,Strongly in Favour,F,Increases tourism The casino will add jobs to the local economy ,55-64,Prefer not to disclose,
Favour,Strongly in Favour,F,"People who go to Casinos are doing so anyway, and leaving dollars in other cities...Windsor, Orillia, Niagara It will help to bring tourists and conventions to Toronto It will develop the area and bring construction and other jobs to the city",55-64,Female,M4M
Favour,Strongly in Favour,F,More tourism to the city Additional investment in entertainment Very important source of jobs to residents.,25-34,Male,M5R
Favour,Somewhat in Favour,F,LOCATION LOCATION LOCATION,65 or older,Female,M5V
Favour,Somewhat in Favour,F,The economic benefits  ,35-44,Male,m6g
Favour,Strongly in Favour,F,  ,Prefer not to disclose,Male,
Favour,Strongly in Favour,F,Economic benefit Entertainment ,35-44,Male,M4S
Favour,Somewhat in Favour,F,  ,35-44,Male,3l8
Favour,Strongly in Favour,F,I will not have to travel to Niagara Falls or Rama to go to a large casino. I think it will open up a large oppurtunity for employment. It will give tourists another reason to visit Toronto.,55-64,Male,M2N
Favour,Strongly in Favour,F,employment opportunities economic benefits entertainment value,25-34,Female,M6K
Favour,Strongly in Favour,F,Jobs Tourist Attraction Moneymaker for the City Of Toronto and/or the Province Of Ontario,65 or older,Male,M4V
Favour,Strongly in Favour,F,Jobs Economic and On going tax revenue Largest City in Country should have major tourist draw,45-54,Male,M9c
Favour,Strongly in Favour,F,The money it will bring in for the government The tourism it will bring into the city The jobs it will create,25-34,Male,M2j
Favour,Strongly in Favour,F,Toronto is a world class city. We need to provide some more excitement to tourists. Cater to those who like casino entertainment Benefits Toronto if we can generate income Revitalize entertainment downtown,25-34,Male,M6l
Favour,Strongly in Favour,F,great tax revenue great for attracting visitors to city great for entertainment for current Torontonians,25-34,Male,m8w
Favour,Strongly in Favour,F,revenue for the city of toronto bolster tourism further beautify shoreline view,35-44,Male,m3a
Favour,Strongly in Favour,F,Great revenue for city. Good tourist attraction. I wont have to drive out of town to go to a casino.,55-64,Male,m4l
Favour,Strongly in Favour,F,More money for toronto Tourism Making toronto better,,,
Favour,Strongly in Favour,F,"If done properly (i.e. Las Vegas style NOT Casino Rama style) it will add excitement If done properly, i.e. built over an expanded convention centre - the Casino will help Toronto attract major conventions i.e. have a synergistic effect that will pump $BILLIONS into our economy If done properly (see above) a Casino will add exciting landmarks to our Skyline",55-64,Male,m5a
Favour,Strongly in Favour,F,I think its great for toronto being a major city Its a choice I like the freedom to gamble or not it will prosper toronto and creat jobs and add some life to this somewhat boring city.. a great city but needs some excitement available,55-64,Male,m4m
Favour,Strongly in Favour,F,Jobs Revenue for city ,,,
Favour,Somewhat in Favour,F,Revenue Tourism Entertaibment,,,
Favour,Somewhat in Favour,F,good revenue for the city assistance to businesses for tourism concerned about crime,35-44,Female,l9t
Favour,Strongly in Favour,F,TO needs to change the image. TO is a boring city. ,45-54,Male,M8Y
Favour,Strongly in Favour,F,Better we have the jobs in Toronto then in Mississauga or Vaughn.  ,35-44,Male,M9B
Favour,Strongly in Favour,F,"Economic Employment Every other major city in Canada has one, why not us.",25-34,Male,M1E
Favour,Strongly in Favour,F,because it will bring money to the city to fund infrastructure vs the ridiculous idea of toll booths or property tax hikes or any city of toronto tax because of the city of toronto act powers - since so much is spent on social systems without accountability - people on welfare should be given jobs with the city in cleaning and beautifying the city and if they decline cancel their welfare  ,35-44,Male,m8y
Favour,Strongly in Favour,F,will create job increase tourism generate more money for toronto,25-34,Female,m3h
Favour,Strongly in Favour,F,"I enjoy using casinos, however my work schedule does not allow me to get out to the casinos in the area I feel it will bring jobs to the city. ",25-34,Male,m5j
Favour,Strongly in Favour,F,Toronto is a world class city Creates Jobs Brings tourists,35-44,Male,l4y
Favour,Strongly in Favour,F,creation of jobs notieriety for our city increase the tourist industry,35-44,Male,m4e
Favour,Somewhat in Favour,F,  ,,,
Favour,Strongly in Favour,F,more money for the city more tourism for the city more options of stuff to do in toronto,35-44,Female,M6P
Favour,Strongly in Favour,F,Create jobs Generate revenue for the city Add some more fun to the city,35-44,Male,
Favour,Strongly in Favour,F,"it will help with city debt it will boost the economy in the city create more jobs,",35-44,Male,m4b
Favour,Strongly in Favour,F,Tourism boost Better nightlife options Economic boost,25-34,Male,M3a
Favour,Strongly in Favour,F,Give people jobs Bring tourism to the city OLG generates $$ for charitirs,,,
Favour,Strongly in Favour,F,Economic Benefits  ,65 or older,Male,M5G
Favour,Strongly in Favour,F,Brings jobs to the city Additional tax revenue to the city Makes Toronto more cosmopolitan and promotes tourism,35-44,Male,M4R
Favour,Somewhat in Favour,F,Offers good entertainment option for the downtown Have lived in Halifax and did not notice negative repercussions from their downtown casino ,35-44,Female,M4J
Favour,Strongly in Favour,F,increased revenue to the city tourism attraction for the city personally enjoy gambling,35-44,Male,M5A
Favour,Strongly in Favour,F,Economic boost for Toronto Tourist attraction Fun,45-54,Male,m2j
Favour,Strongly in Favour,F,Casino Bring Tourism Casino Bring in Revenue Casino Owners Bring Huge Investment in the much needed Waterfront,35-44,Male,M5G
Favour,Strongly in Favour,F,income for city regarding taxes private investment regarding city infrastructure increase in tourism economic activity,35-44,Female,M6N
Favour,Somewhat in Favour,F,It can be fun for anyone (within reason) (not instantly a demon) Can bring in cash. ,25-34,Male,m5t
Favour,Strongly in Favour,F,good for the economy might prompt a waterfront make over tourism,,,
Favour,Somewhat in Favour,F,generate money for the city create jobs spur revitalization,35-44,Male,m6e
Favour,Strongly in Favour,F,Brings more life to the city Brings in revenue tourist attraction,,,
Favour,Strongly in Favour,F,More money for city Job creation Tourism,25-34,Female,
Favour,Strongly in Favour,F,I think it will bring Toronto extra revenue  ,,,
Favour,Strongly in Favour,F,Other big cities enjoy casino's I.e. Montreal! Increase revenue to the city and province Tourist attraction,25-34,Male,M2j
Favour,Strongly in Favour,F,  ,35-44,Male,M5p
Favour,Strongly in Favour,F,Don't need more nanny state trying to regulate morals. Keeps the cash in Toronto Gets rid of the casino busses taking people north,65 or older,Male,4-1
Favour,Strongly in Favour,F,Added revenue for the city. Employment opportunities. It places Toronto in the forefront of major world cities to have a casino.,65 or older,Male,M4H
Favour,Strongly in Favour,F,It would create jobs. It would bring revenues to the city even if only from the property tax The kind of project proposed would be an interesting feature for Toronto,65 or older,Female,M4L
